Date,T,V,P,S,F
2001-09-01,58.044200000000004,13.771,0.4716141732283465,,10.185
2001-10-01,52.0808,11.2345,1.2961417322834645,,9.557
2001-11-01,39.169399999999996,4.4505,6.313385826771654,,21.783
2001-12-01,32.0,2.468,10.609566929133859,,58.301
2002-01-01,32.0,3.6765,3.384173228346457,,63.694
2002-02-01,35.9384,5.2745,2.056456692913386,19.730434782608697,56.684
2002-03-01,33.4994,4.1815,3.994488188976378,21.8,94.438
2002-04-01,41.1494,5.3625,2.068937007874016,23.27083333333334,246.603
2002-05-01,45.6494,7.4085,1.9540551181102364,5.5555555555555545,322.83
2002-06-01,56.6834,12.078,0.14078740157480316,,223.209
2002-07-01,63.9374,16.5835,0.09799212598425197,,53.394
2002-08-01,61.1744,16.450499999999998,0.008307086614173228,,12.895
2002-09-01,57.0146,14.047500000000001,0.4074409448818898,,7.541
2002-10-01,46.1822,8.3945,0.18503937007874016,,7.073
2002-11-01,41.216,6.3145,7.3235039370078745,,62.337
2002-12-01,32.0,2.787,9.893385826771656,,45.192
2003-01-01,38.8346,5.291,1.086220472440945,,61.974
2003-02-01,32.8982,3.465,3.7521259842519687,18.569565217391304,60.205
2003-03-01,36.3974,4.0785,3.1343307086614174,19.454166666666662,109.386
2003-04-01,34.4768,3.1879999999999997,7.4711811023622055,17.53333333333333,157.785
2003-05-01,47.5268,7.8375,2.4190551181102364,23.509090909090904,435.821
2003-06-01,57.8138,12.155,0.010196850393700788,,374.965
2003-07-01,64.9472,16.68,0.42618110236220474,,89.297
2003-08-01,61.2482,13.307,0.8488582677165355,,34.394
2003-09-01,60.778400000000005,15.434,0.2258267716535433,,11.52
2003-10-01,54.471199999999996,12.956,0.06374015748031496,,8.22
2003-11-01,34.2752,3.8345,2.2161811023622047,,13.502
2003-12-01,32.2808,3.0235,9.38507874015748,,44.478
2004-01-01,32.8244,3.6565000000000003,3.51988188976378,,48.015
2004-02-01,32.0,2.706,7.629724409448819,20.108695652173914,69.097
2004-03-01,43.232,6.6875,1.5375590551181104,30.37391304347826,192.048
2004-04-01,42.772999999999996,6.265,0.5906299212598426,25.46666666666667,222.87
2004-05-01,49.1198,8.5045,0.6679133858267717,16.990909090909092,284.275
2004-06-01,57.443,12.225999999999999,0.09783464566929134,,172.977
2004-07-01,62.7638,15.6635,0.13090551181102364,,55.354
2004-08-01,61.4714,15.792,0.11307086614173228,,12.78
2004-09-01,56.435,14.4865,0.0534251968503937,,7.119
2004-10-01,44.672,7.0,8.128779527559056,,36.05
2004-11-01,36.4748,4.0255,2.1625984251968506,,40.981
2004-12-01,34.7216,4.5465,7.764527559055118,,57.742
2005-01-01,32.1728,2.6545,13.070196850393701,,165.1
2005-02-01,34.3454,3.0505,6.16251968503937,20.09130434782608,133.152
2005-03-01,36.4946,4.196,7.906377952755906,23.139130434782604,225.643
2005-04-01,38.003,4.678,2.6570866141732283,26.654166666666665,257.23
2005-05-01,47.1344,5.9905,6.43484251968504,24.220000000000002,817.99
2005-06-01,51.8702,8.631,0.14015748031496064,,662.324
2005-07-01,66.1424,16.4685,0.049448818897637796,,343.247
2005-08-01,62.762,15.725,0.2951968503937008,,72.908
2005-09-01,53.2328,11.0045,0.30507874015748027,,17.465
2005-10-01,47.5502,8.261,0.5903937007874016,,18.004
2005-11-01,42.821600000000004,5.9385,0.9056299212598425,,21.953
2005-12-01,36.3812,3.1315,10.942874015748032,,109.567
2006-01-01,32.0,3.145,10.989409448818897,,163.085
2006-02-01,34.1492,5.043,4.146771653543308,12.769565217391301,113.486
2006-03-01,32.0,2.549,11.12212598425197,15.117391304347825,198.025
2006-04-01,38.6006,3.414,12.101338582677167,28.920833333333338,497.993
2006-05-01,50.532799999999995,7.7645,1.8428740157480314,38.154545454545456,883.895
2006-06-01,59.2268,12.319,0.05503937007874016,,762.83
2006-07-01,68.2718,17.3835,0.7853543307086615,,325.637
2006-08-01,60.953,19.460500000000003,0.0020078740157480316,,63.684
2006-09-01,56.5664,14.0725,0.0,,22.656
2006-10-01,46.1966,7.466,0.4227165354330709,,20.263
2006-11-01,40.289,5.255,1.0189370078740159,,14.493
2006-12-01,34.1834,4.109,4.385748031496063,,26.273
2007-01-01,32.0,4.3225,1.2130314960629922,,24.272
2007-02-01,34.0232,3.3795,7.751299212598426,6.591304347826088,46.886
2007-03-01,39.9002,6.103000000000001,1.6022834645669293,15.547619047619047,96.069
2007-04-01,41.6876,5.464,1.5935433070866143,10.345833333333335,137.181
2007-05-01,50.666,9.483,0.39161417322834646,7.4772727272727275,197.13
2007-06-01,57.209,13.5015,0.029448818897637796,,71.408
2007-07-01,64.2704,16.4045,0.11185039370078742,,25.292
2007-08-01,65.111,17.46,0.19921259842519684,,14.323
